Temp,Humidity,CO,smoke,RESULT
29,50,0,318,mild
37,60,0,212,critical
29,75,0,541,mild
37,61,0,418,critical
39,73,0,325,critical
37,60,0,562,critical
26,56,0,451,no
30,76,0,536,no
39,78,0,452,critical
30,66,0,430,no
37,53,0,372,critical
28,62,0,267,mild
29,76,0,425,mild
25,63,0,371,no
25,78,0,409,no
27,75,0,512,no
38,76,0,358,critical
28,63,0,241,mild
29,58,0,326,mild
29,60,0,280,mild
31,63,0,566,severe
27,59,0,582,no
25,51,0,290,no
29,51,0,547,mild
33,76,0,580,severe
38,50,0,426,critical
29,78,0,539,mild
38,71,0,318,critical
31,51,0,468,severe
30,65,0,332,no
29,58,0,557,mild
27,60,0,351,no
31,64,0,306,severe
28,58,0,250,mild
30,56,0,361,no
38,62,0,366,critical
26,66,0,259,no
26,73,0,587,no
38,59,0,555,critical
38,62,0,224,critical
40,69,0,376,critical
32,74,0,483,severe
25,57,0,388,no
27,54,0,496,no
30,74,0,559,no
32,52,0,584,severe
39,76,0,279,critical
39,65,0,547,critical
36,71,0,577,critical
28,64,0,451,mild
28,71,0,435,mild
25,65,0,481,no
26,53,0,341,no
25,62,0,424,no
36,55,0,291,critical
30,71,0,384,no
38,71,0,408,critical
30,72,0,275,no
28,72,0,407,mild
31,57,0,497,severe
26,63,0,585,no
28,65,0,411,mild
32,76,0,390,severe
33,74,0,515,severe
39,72,0,490,critical
26,75,0,480,no
37,60,0,238,critical
33,54,0,364,severe
30,56,0,436,no
40,72,0,287,critical
36,63,0,475,critical
37,56,0,585,critical
36,58,0,313,critical
40,67,0,219,critical
26,55,0,349,no
27,65,0,337,no
38,61,0,506,critical
30,76,0,248,no
29,51,0,458,mild
29,74,0,536,mild
40,68,0,564,critical
34,77,0,360,severe
29,50,0,212,mild
31,77,0,401,severe
33,51,0,488,severe
38,61,0,448,critical
31,78,0,235,severe
38,72,0,244,critical
25,61,0,458,no
26,57,0,360,no
38,68,0,520,critical
31,65,0,394,severe
25,70,0,589,no
36,54,0,288,critical
36,75,0,200,critical
28,73,0,447,mild
40,66,0,215,critical
37,76,0,446,critical
40,55,0,495,critical
36,74,0,270,critical
32,60,0,439,severe
27,73,0,597,no
30,70,0,357,no
36,71,0,283,critical
29,68,0,303,mild
27,50,0,541,no
25,74,0,485,no
34,53,0,361,severe
36,76,0,467,critical
28,64,0,217,mild
37,57,0,511,critical
39,63,0,350,critical
26,51,0,312,no
29,71,0,383,mild
28,63,0,375,mild
28,64,0,324,mild
30,53,0,233,no
33,74,0,493,severe
29,77,0,451,mild
28,57,0,302,mild
25,65,0,346,no
31,70,0,247,severe
35,60,0,409,severe
40,53,0,597,critical
35,78,0,370,severe
36,50,0,492,critical
38,53,0,414,critical
38,78,0,278,critical
25,67,0,277,no
33,78,0,421,severe
40,52,0,254,critical
30,68,0,276,no
30,60,0,436,no
37,59,0,291,critical
34,60,0,450,severe
29,73,0,581,mild
38,57,0,310,critical
39,74,0,219,critical
26,50,0,573,no
31,61,0,549,severe
36,51,0,558,critical
34,74,0,569,severe
36,61,0,550,critical
29,65,0,560,mild
27,63,0,595,no
30,77,0,315,no
26,55,0,313,no
35,69,0,582,severe
28,63,0,338,mild
34,62,0,548,severe
38,70,0,463,critical
39,74,0,557,critical
31,56,0,409,severe
26,75,0,365,no
30,51,0,403,no
27,56,0,203,no
32,62,0,463,severe
25,53,0,484,no
37,64,0,223,critical
36,76,0,223,critical
32,77,0,237,severe
38,65,0,383,critical
37,69,0,308,critical
40,60,0,337,critical
29,71,0,296,mild
32,50,0,292,severe
27,55,0,396,no
34,57,0,532,severe
40,75,0,355,critical
35,67,0,586,severe
28,63,0,558,mild
27,78,0,354,no
29,65,0,222,mild
34,76,0,474,severe
25,59,0,340,no
35,63,0,422,severe
25,73,0,442,no
39,51,0,498,critical
30,78,0,385,no
26,62,0,454,no
39,61,0,591,critical
35,76,0,231,severe
31,68,0,452,severe
26,70,0,405,no
25,56,0,338,no
27,69,0,395,no
34,75,0,493,severe
25,67,0,384,no
26,57,0,357,no
25,64,0,547,no
30,63,0,503,no
34,67,0,286,severe
36,54,0,499,critical
35,76,0,299,severe
35,78,0,403,severe
29,62,0,227,mild
33,69,0,407,severe
25,52,0,513,no
36,68,0,276,critical
26,54,0,583,no
34,51,0,539,severe
32,74,0,401,severe
27,60,0,477,no
34,70,0,345,severe
34,71,0,460,severe
29,72,0,349,mild
32,54,0,290,severe
34,73,0,379,severe
28,76,0,564,mild
26,50,0,230,no
29,60,0,244,mild
29,51,0,547,mild
26,76,0,223,no
37,58,0,286,critical
29,68,0,452,mild
37,52,0,426,critical
26,50,0,532,no
37,58,0,359,critical
39,64,0,236,critical
38,52,0,387,critical
39,78,0,538,critical
40,78,0,367,critical
28,54,0,294,mild
36,51,0,368,critical
36,59,0,487,critical
37,62,0,371,critical
30,56,0,319,no
38,51,0,471,critical
36,62,0,297,critical
37,65,0,513,critical
40,67,0,219,critical
33,77,0,431,severe
40,62,0,553,critical
27,64,0,335,no
28,77,0,204,mild
38,51,0,474,critical
34,64,0,486,severe
31,58,0,485,severe
36,71,0,473,critical
32,73,0,584,severe
28,75,0,431,mild
30,75,0,233,no
39,54,0,225,critical
25,72,0,565,no
36,65,0,443,critical
36,56,0,454,critical
29,64,0,287,mild
36,63,0,349,critical
28,70,0,287,mild
30,50,0,320,no
26,64,0,220,no
38,50,0,504,critical
33,69,0,460,severe
36,59,0,522,critical
30,54,0,525,no
36,51,0,599,critical
26,78,0,361,no
30,53,0,532,no
33,66,0,486,severe
29,60,0,246,mild
32,51,0,203,severe
28,75,0,427,mild
37,64,0,451,critical
31,77,0,454,severe
28,73,0,383,mild
25,67,0,335,no
38,51,0,382,critical
40,75,0,370,critical
26,65,0,442,no
36,62,0,582,critical
35,60,0,345,severe
27,66,0,314,no
28,65,0,248,mild
30,74,0,207,no
37,70,0,319,critical
32,57,0,483,severe
26,71,0,494,no
26,62,0,458,no
37,59,0,449,critical
36,76,0,225,critical
29,73,0,385,mild
25,52,0,280,no
31,78,0,447,severe
38,77,0,249,critical
28,76,0,530,mild
34,62,0,380,severe
33,65,0,449,severe
35,73,0,584,severe
29,77,0,317,mild
31,65,0,445,severe
26,55,0,476,no
25,73,0,550,no
30,62,0,357,no
40,56,0,559,critical
36,73,0,519,critical
39,77,0,265,critical
37,60,0,467,critical
31,74,0,283,severe
25,57,0,331,no
37,51,0,587,critical
26,58,0,579,no
39,56,0,446,critical
28,55,0,526,mild
34,67,0,214,severe
38,72,0,254,critical
35,77,0,264,severe
39,51,0,381,critical
29,73,0,517,mild
31,74,0,322,severe
38,57,0,529,critical
33,59,0,273,severe
25,61,0,465,no
36,50,0,223,critical
37,67,0,435,critical
32,56,0,336,severe
25,67,0,269,no
38,76,0,301,critical
34,51,0,410,severe
38,68,0,515,critical
35,76,0,218,severe
32,51,0,324,severe
31,61,0,223,severe
32,70,0,265,severe
39,64,0,489,critical
37,78,0,509,critical
33,55,0,223,severe
40,71,0,486,critical
29,66,0,267,mild
33,78,0,588,severe
33,69,0,512,severe
34,54,0,338,severe
30,62,0,240,no
34,50,0,574,severe
38,52,0,463,critical
40,62,0,578,critical
29,72,0,593,mild
26,54,0,559,no
25,58,0,254,no
36,71,0,508,critical
27,52,0,444,no
31,53,0,405,severe
28,50,0,227,mild
37,56,0,458,critical
40,57,0,529,critical
40,72,0,300,critical
37,64,0,210,critical
40,66,0,559,critical
28,55,0,441,mild
30,64,0,429,no
30,67,0,533,no
30,66,0,587,no
27,74,0,543,no
29,59,0,289,mild
28,68,0,323,mild
33,72,0,360,severe
40,72,0,214,critical
31,58,0,484,severe
36,61,0,326,critical
30,66,0,271,no
29,51,0,309,mild
36,74,0,515,critical
29,60,0,277,mild
26,62,0,306,no
31,76,0,532,severe
37,69,0,252,critical
27,67,0,238,no
40,69,0,273,critical
28,57,0,320,mild
28,73,0,480,mild
32,61,0,201,severe
40,74,0,519,critical
36,70,0,204,critical
40,52,0,346,critical
34,77,0,533,severe
34,60,0,535,severe
34,70,0,204,severe
31,67,0,516,severe
36,76,0,535,critical
31,78,0,573,severe
25,55,0,470,no
27,68,0,521,no
36,59,0,360,critical
36,54,0,385,critical
27,57,0,537,no
34,55,0,571,severe
33,51,0,466,severe
29,76,0,364,mild
27,57,0,233,no
40,53,0,502,critical
25,57,0,557,no
25,64,0,505,no
28,61,0,290,mild
33,52,0,398,severe
30,58,0,346,no
25,55,0,481,no
28,66,0,285,mild
29,77,0,540,mild
25,52,0,427,no
32,53,0,479,severe
35,57,0,291,severe
32,60,0,399,severe
38,67,0,331,critical
35,51,0,263,severe
33,70,0,379,severe
33,70,0,267,severe
31,69,0,391,severe
38,61,0,231,critical
33,54,0,296,severe
26,67,0,540,no
27,70,0,301,no
29,66,0,577,mild
36,75,0,546,critical
30,65,0,470,no
31,56,0,299,severe
32,61,0,576,severe
25,69,0,394,no
28,76,0,384,mild
25,74,0,561,no
25,67,0,362,no
40,76,0,281,critical
31,72,0,233,severe
32,71,0,207,severe
26,69,0,432,no
32,54,0,321,severe
28,52,0,282,mild
25,61,0,428,no
27,65,0,574,no
32,58,0,357,severe
38,72,0,309,critical
34,77,0,465,severe
26,72,0,440,no
27,53,0,380,no
27,72,0,201,no
32,67,0,203,severe
25,60,0,275,no
31,63,0,287,severe
31,64,0,247,severe
35,63,0,490,severe
38,58,0,331,critical
40,69,0,290,critical
39,51,0,216,critical
26,70,0,399,no
30,60,0,470,no
29,56,0,386,mild
38,69,0,280,critical
29,61,0,461,mild
37,75,0,456,critical
25,74,0,516,no
36,74,0,382,critical
38,69,0,455,critical
34,70,0,291,severe
38,74,0,229,critical
29,73,0,443,mild
31,68,0,449,severe
30,59,0,235,no
27,70,0,559,no
25,57,0,375,no
39,72,0,558,critical
26,57,0,474,no
31,70,0,477,severe
26,68,0,437,no
39,77,0,409,critical
33,67,0,413,severe
29,52,0,511,mild
27,74,0,331,no
36,60,0,255,critical
40,58,0,423,critical
37,75,0,322,critical
25,68,0,272,no
28,64,0,223,mild
29,55,0,274,mild
36,56,0,222,critical
25,74,0,290,no
26,66,0,458,no
38,66,0,345,critical
39,71,0,273,critical
26,62,0,527,no
29,63,0,230,mild
27,75,0,449,no
26,62,0,517,no
39,57,0,230,critical
37,78,0,359,critical
37,75,0,410,critical
37,59,0,422,critical
37,70,0,495,critical
34,58,0,443,severe
39,64,0,537,critical
26,63,0,431,no
37,71,0,525,critical
29,63,0,457,mild
36,53,0,502,critical
33,55,0,424,severe
33,62,0,335,severe
34,69,0,292,severe
31,74,0,540,severe
29,73,0,245,mild
35,61,0,445,severe
32,75,0,373,severe
32,67,0,505,severe
32,56,0,530,severe
38,56,0,592,critical
27,53,0,346,no
35,62,0,502,severe
40,71,0,457,critical
31,51,0,541,severe
37,77,0,395,critical
30,70,0,234,no
31,64,0,274,severe
32,58,0,534,severe
26,61,0,209,no
26,76,0,408,no
37,57,0,368,critical
32,57,0,299,severe
28,66,0,287,mild
30,63,0,465,no
39,54,0,568,critical
30,54,0,478,no
29,61,0,427,mild
36,72,0,530,critical
40,74,0,516,critical
33,63,0,303,severe
27,60,0,397,no
40,53,0,367,critical
25,78,0,213,no
30,78,0,553,no
32,57,0,250,severe
28,76,0,550,mild
26,64,0,520,no
31,63,0,448,severe
27,53,0,229,no
26,54,0,508,no
32,78,0,222,severe
27,73,0,395,no
34,77,0,377,severe
40,71,0,544,critical
37,76,0,421,critical
40,60,0,284,critical
40,51,0,226,critical
36,73,0,233,critical
29,68,0,237,mild
40,70,0,580,critical
25,50,0,230,no
28,69,0,284,mild
32,53,0,455,severe
34,74,0,353,severe
31,70,0,225,severe
36,57,0,485,critical
32,69,0,528,severe
37,59,0,396,critical
30,56,0,292,no
37,50,0,350,critical
26,50,0,245,no
35,73,0,406,severe
25,61,0,212,no
26,76,0,517,no
25,76,0,526,no
29,65,0,359,mild
27,60,0,459,no
29,68,0,288,mild
30,63,0,433,no
37,78,0,561,critical
32,65,0,398,severe
40,52,0,429,critical
27,58,0,255,no
40,54,0,578,critical
33,78,0,532,severe
33,75,0,271,severe
25,50,0,305,no
34,58,0,404,severe
28,55,0,370,mild
27,63,0,386,no
26,53,0,267,no
28,60,0,322,mild
27,67,0,558,no
38,66,0,315,critical
31,70,0,563,severe
25,77,0,410,no
29,75,0,305,mild
26,69,0,264,no
38,59,0,207,critical
34,69,0,580,severe
40,77,0,575,critical
37,58,0,472,critical
33,52,0,326,severe
25,71,0,208,no
34,60,0,524,severe
25,68,0,270,no
40,61,0,289,critical
25,55,0,283,no
37,71,0,338,critical
38,56,0,469,critical
36,62,0,416,critical
27,59,0,348,no
39,60,0,421,critical
25,57,0,390,no
25,74,0,388,no
28,61,0,545,mild
40,53,0,497,critical
26,72,0,366,no
36,56,0,261,critical
34,59,0,249,severe
31,53,0,406,severe
34,68,0,207,severe
27,58,0,514,no
38,55,0,420,critical
38,61,0,536,critical
36,63,0,350,critical
40,57,0,514,critical
39,67,0,327,critical
34,78,0,310,severe
36,69,0,334,critical
26,60,0,397,no
38,55,0,391,critical
33,67,0,585,severe
38,68,0,445,critical
31,65,0,526,severe
32,75,0,338,severe
33,76,0,223,severe
37,73,0,347,critical
27,55,0,558,no
25,78,0,333,no
39,60,0,557,critical
31,77,0,595,severe
38,55,0,235,critical
31,67,0,385,severe
25,76,0,438,no
29,55,0,281,mild
32,63,0,420,severe
36,73,0,442,critical
27,74,0,461,no
39,74,0,207,critical
25,53,0,309,no
33,61,0,401,severe
40,78,0,389,critical
28,67,0,312,mild
35,65,0,401,severe
36,74,0,432,critical
33,78,0,430,severe
39,76,0,310,critical
27,58,0,467,no
29,65,0,302,mild
28,60,0,276,mild
30,71,0,478,no
40,74,0,522,critical
37,69,0,515,critical
26,58,0,540,no
25,73,0,590,no
37,63,0,549,critical
35,60,0,278,severe
28,69,0,495,mild
33,72,0,213,severe
30,54,0,267,no
37,70,0,560,critical
38,72,0,577,critical
36,68,0,486,critical
28,68,0,322,mild
27,75,0,309,no
25,73,0,308,no
26,50,0,307,no
37,74,0,508,critical
36,50,0,486,critical
29,58,0,520,mild
32,77,0,449,severe
33,65,0,584,severe
36,62,0,252,critical
30,61,0,278,no
31,77,0,514,severe
34,50,0,594,severe
35,65,0,344,severe
26,51,0,323,no
25,74,0,250,no
33,58,0,407,severe
32,57,0,509,severe
26,55,0,487,no
31,71,0,452,severe
40,75,0,552,critical
36,65,0,283,critical
37,67,0,401,critical
39,65,0,329,critical
32,61,0,376,severe
26,51,0,390,no
34,70,0,411,severe
25,77,0,468,no
36,52,0,321,critical
32,64,0,294,severe
26,72,0,499,no
39,61,0,595,critical
38,78,0,262,critical
26,53,0,256,no
32,55,0,288,severe
26,76,0,282,no
33,77,0,382,severe
33,55,0,371,severe
37,62,0,504,critical
36,70,0,243,critical
33,77,0,386,severe
38,68,0,539,critical
35,55,0,500,severe
38,55,0,217,critical
25,73,0,592,no
31,67,0,339,severe
40,69,0,221,critical
32,77,0,413,severe
30,53,0,394,no
30,64,0,573,no
34,54,0,391,severe
35,77,0,542,severe
32,74,0,261,severe
33,70,0,511,severe
40,63,0,234,critical
28,67,0,219,mild
29,63,0,291,mild
30,77,0,338,no
34,69,0,295,severe
38,70,0,253,critical
29,70,0,576,mild
36,76,0,230,critical
27,74,0,546,no
40,69,0,247,critical
34,62,0,581,severe
33,74,0,356,severe
36,61,0,360,critical
28,74,0,298,mild
33,52,0,492,severe
25,71,0,203,no
31,73,0,267,severe
26,62,0,443,no
25,56,0,313,no
26,67,0,381,no
39,73,0,319,critical
35,58,0,207,severe
31,67,0,336,severe
37,76,0,420,critical
32,62,0,350,severe
35,71,0,365,severe
34,56,0,536,severe
29,60,0,562,mild
30,77,0,202,no
28,73,0,469,mild
29,59,0,562,mild
31,71,0,444,severe
40,58,0,544,critical
32,50,0,554,severe
31,77,0,370,severe
34,66,0,530,severe
39,53,0,380,critical
38,74,0,231,critical
37,53,0,389,critical
26,67,0,547,no
34,74,0,419,severe
27,56,0,371,no
39,65,0,336,critical
26,58,0,484,no
35,61,0,477,severe
28,77,0,564,mild
36,77,0,582,critical
37,72,0,531,critical
33,66,0,431,severe
36,50,0,557,critical
30,70,0,438,no
35,69,0,451,severe
31,77,0,422,severe
27,74,0,598,no
25,68,0,231,no
26,51,0,492,no
29,72,0,207,mild
32,52,0,446,severe
26,71,0,367,no
28,59,0,368,mild
38,66,0,448,critical
26,70,0,491,no
25,53,0,203,no
34,73,0,574,severe
34,57,0,294,severe
38,59,0,547,critical
35,69,0,344,severe
33,65,0,398,severe
37,68,0,547,critical
30,50,0,378,no
26,73,0,569,no
39,61,0,288,critical
40,78,0,480,critical
32,65,0,405,severe
31,71,0,549,severe
35,56,0,522,severe
32,69,0,372,severe
31,75,0,277,severe
31,66,0,517,severe
37,74,0,566,critical
40,58,0,420,critical
33,74,0,396,severe
32,73,0,255,severe
30,73,0,309,no
32,70,0,599,severe
35,77,0,286,severe
34,64,0,534,severe
25,57,0,312,no
40,67,0,463,critical
33,66,0,471,severe
38,54,0,447,critical
34,73,0,569,severe
36,70,0,559,critical
34,71,0,558,severe
32,78,0,246,severe
32,78,0,212,severe
36,77,0,311,critical
34,53,0,342,severe
34,67,0,476,severe
26,76,0,426,no
26,59,0,331,no
34,57,0,308,severe
31,74,0,437,severe
37,57,0,260,critical
27,54,0,600,no
38,68,0,277,critical
30,76,0,232,no
39,76,0,221,critical
31,55,0,201,severe
30,52,0,394,no
29,69,0,565,mild
28,64,0,266,mild
27,55,0,342,no
25,59,0,265,no
40,76,0,572,critical
39,58,0,367,critical
38,54,0,498,critical
26,74,0,366,no
40,65,0,553,critical
29,77,0,445,mild
34,59,0,343,severe
36,62,0,330,critical
39,64,0,322,critical
38,78,0,421,critical
37,50,0,233,critical
34,72,0,355,severe
39,58,0,262,critical
32,58,0,298,severe
28,56,0,550,mild
28,51,0,276,mild
32,59,0,523,severe
29,58,0,242,mild
29,50,0,298,mild
30,66,0,458,no
37,60,0,377,critical
25,66,0,502,no
29,59,0,313,mild
40,70,0,333,critical
34,75,0,370,severe
31,62,0,581,severe
30,59,0,213,no
28,66,0,244,mild
33,69,0,370,severe
29,75,0,380,mild
25,70,0,272,no
30,64,0,290,no
32,71,0,392,severe
26,74,0,283,no
34,76,0,328,severe
34,58,0,339,severe
28,60,0,512,mild
31,75,0,521,severe
30,63,0,422,no
32,56,0,305,severe
36,78,0,350,critical
30,64,0,449,no
35,50,0,532,severe
39,74,0,226,critical
37,60,0,200,critical
30,55,0,383,no
34,74,0,416,severe
27,70,0,454,no
33,51,0,566,severe
25,69,0,345,no
40,66,0,207,critical
26,55,0,535,no
25,69,0,263,no
30,71,0,393,no
37,51,0,240,critical
33,70,0,491,severe
29,53,0,349,mild
37,68,0,441,critical
36,54,0,558,critical
26,76,0,591,no
26,60,0,358,no
31,67,0,436,severe
37,54,0,438,critical
34,55,0,349,severe
25,51,0,328,no
25,64,0,440,no
30,75,0,307,no
34,55,0,522,severe
31,56,0,410,severe
33,62,0,574,severe
32,53,0,276,severe
29,73,0,275,mild
29,68,0,381,mild
37,65,0,424,critical
39,77,0,516,critical
35,52,0,207,severe
34,57,0,265,severe
30,60,0,282,no
25,63,0,278,no
37,66,0,486,critical
39,68,0,493,critical
29,72,0,261,mild
32,72,0,391,severe
36,67,0,503,critical
26,72,0,343,no
39,58,0,415,critical
25,69,0,567,no
35,64,0,318,severe
35,55,0,373,severe
31,67,0,206,severe
31,67,0,600,severe
35,75,0,204,severe
32,52,0,212,severe
32,59,0,479,severe
39,64,0,204,critical
31,73,0,259,severe
37,73,0,544,critical
35,69,0,538,severe
29,65,0,270,mild
33,76,0,470,severe
30,69,0,571,no
38,54,0,496,critical
34,77,0,600,severe
30,56,0,256,no
39,62,0,596,critical
32,59,0,465,severe
34,60,0,231,severe
30,55,0,428,no
26,71,0,467,no
28,77,0,517,mild
32,66,0,253,severe
34,61,0,247,severe
40,52,0,474,critical
37,69,0,450,critical
34,60,0,346,severe
38,68,0,471,critical
25,60,0,368,no
30,60,0,276,no
28,58,0,363,mild
34,61,0,449,severe
37,68,0,598,critical
39,56,0,337,critical
39,64,0,344,critical
32,59,0,245,severe
32,64,0,389,severe
31,73,0,444,severe
26,76,0,274,no
33,57,0,594,severe
36,74,0,277,critical
28,63,0,475,mild
26,53,0,476,no
33,60,0,567,severe
32,69,0,375,severe
34,78,0,461,severe
30,63,0,501,no
27,77,0,359,no
28,75,0,412,mild
29,70,0,577,mild
33,63,0,536,severe
35,75,0,336,severe
30,78,0,216,no
28,57,0,271,mild
32,72,0,492,severe
37,66,0,270,critical
38,57,0,239,critical
26,51,0,226,no
31,57,0,423,severe
26,70,0,373,no
32,68,0,342,severe
26,70,0,551,no
28,64,0,405,mild
33,59,0,437,severe
39,78,0,551,critical
39,78,0,524,critical
40,71,0,546,critical
40,62,0,273,critical
35,77,0,572,severe
39,52,0,559,critical
25,76,0,474,no
27,75,0,314,no
40,60,0,313,critical
40,66,0,358,critical
34,72,0,413,severe
26,72,0,384,no
37,65,0,538,critical
29,50,0,370,mild
39,69,0,568,critical
38,72,0,370,critical
31,52,0,551,severe
34,62,0,239,severe
37,63,0,411,critical
34,70,0,302,severe
26,60,0,416,no
40,67,0,255,critical
32,75,0,556,severe
40,72,0,339,critical
31,67,0,590,severe
34,70,0,287,severe
36,66,0,318,critical
31,77,0,266,severe
40,51,0,503,critical
26,66,0,594,no
32,62,0,461,severe
37,64,0,476,critical
34,52,0,547,severe
40,71,0,406,critical
36,71,0,510,critical
31,50,0,431,severe
31,65,0,320,severe
35,59,0,482,severe
35,73,0,449,severe
39,56,0,243,critical
32,65,0,506,severe
38,72,0,519,critical
26,78,0,543,no
26,70,0,362,no
31,70,0,475,severe
38,69,0,255,critical
38,71,0,332,critical
30,69,0,310,no
35,61,0,478,severe
32,64,0,446,severe
25,51,0,315,no
34,59,0,230,severe
37,59,0,570,critical
25,74,0,436,no
31,56,0,525,severe
31,66,0,220,severe
33,60,0,228,severe
40,56,0,337,critical
39,59,0,355,critical
38,74,0,295,critical
27,58,0,515,no
38,58,0,255,critical
40,77,0,466,critical
28,76,0,507,mild
29,68,0,204,mild
40,68,0,243,critical
25,78,0,473,no
36,53,0,500,critical
30,77,0,311,no
32,55,0,411,severe
27,76,0,473,no
25,70,0,357,no
40,62,0,495,critical
36,73,0,433,critical
38,66,0,275,critical
25,68,0,290,no
30,75,0,239,no
39,65,0,264,critical
26,61,0,234,no
37,75,0,216,critical
33,51,0,311,severe
33,63,0,502,severe
32,61,0,568,severe
40,50,0,547,critical
40,50,0,506,critical
38,60,0,522,critical
35,74,0,385,severe
25,50,0,406,no
26,58,0,229,no
32,75,0,249,severe
33,63,0,391,severe
27,70,0,499,no
38,72,0,231,critical
35,60,0,266,severe
38,63,0,233,critical
35,73,0,539,severe
36,65,0,272,critical
30,57,0,501,no
26,75,0,593,no
28,68,0,311,mild
35,70,0,209,severe
29,54,0,590,mild
38,75,0,204,critical
30,60,0,481,no
32,66,0,423,severe
25,78,0,233,no
29,65,0,284,mild
36,51,0,336,critical
26,74,0,446,no
40,71,0,439,critical
33,74,0,550,severe
37,53,0,217,critical
38,64,0,360,critical
39,68,0,327,critical
35,58,0,579,severe
26,78,0,326,no
25,69,0,476,no
39,56,0,500,critical
37,65,0,204,critical
30,70,0,253,no
28,64,0,339,mild
26,66,0,312,no
37,66,0,512,critical
29,68,0,510,mild
28,64,0,587,mild
29,66,0,278,mild
36,75,0,318,critical
35,59,0,553,severe
31,61,0,244,severe
29,61,0,447,mild
29,52,0,525,mild
27,64,0,269,no
36,59,0,222,critical
33,72,0,213,severe
38,53,0,313,critical
37,55,0,348,critical
36,77,0,379,critical
40,53,0,202,critical
31,52,0,329,severe
38,72,0,319,critical
38,53,0,204,critical
39,65,0,457,critical
39,67,0,253,critical
40,78,0,230,critical
35,56,0,358,severe
33,69,0,399,severe
26,63,0,551,no
30,56,0,466,no
27,69,0,419,no
27,68,0,277,no
39,66,0,211,critical
34,78,0,493,severe
25,66,0,214,no
30,53,0,236,no
39,77,0,588,critical
30,51,0,322,no
35,51,0,545,severe
37,54,0,445,critical
29,61,0,430,mild
31,77,0,545,severe
33,64,0,347,severe
40,61,0,292,critical
37,67,0,203,critical
37,58,0,466,critical
33,64,0,219,severe
38,69,0,501,critical
39,66,0,371,critical
28,61,0,587,mild
26,52,0,399,no
26,54,0,487,no
37,59,0,286,critical
39,67,0,238,critical
31,51,0,570,severe
25,52,0,401,no
29,70,0,561,mild
37,70,0,318,critical
33,58,0,302,severe
26,61,0,325,no
28,54,0,318,mild
28,50,0,290,mild
29,60,0,262,mild
31,73,0,301,severe
31,75,0,333,severe
31,78,0,210,severe
25,77,0,597,no
32,72,0,390,severe
39,77,0,443,critical
33,50,0,517,severe
27,66,0,420,no
29,57,0,286,mild
32,67,0,305,severe
34,51,0,463,severe
34,66,0,266,severe
32,58,0,253,severe
35,63,0,577,severe
36,63,0,531,critical
37,73,0,383,critical
28,52,0,457,mild
28,70,0,502,mild
27,50,0,530,no
26,66,0,576,no
32,78,0,352,severe
36,56,0,466,critical
31,65,0,549,severe
28,64,0,392,mild
38,51,0,389,critical
38,70,0,371,critical
39,56,0,339,critical
38,59,0,500,critical
36,76,0,230,critical
28,52,0,218,mild
30,50,0,491,no
36,51,0,408,critical
28,77,0,453,mild
29,60,0,387,mild
34,69,0,402,severe
25,56,0,553,no
36,72,0,463,critical
34,76,0,253,severe
25,60,0,383,no
30,69,0,406,no
36,73,0,375,critical
33,62,0,250,severe
35,66,0,594,severe
36,51,0,383,critical
38,70,0,391,critical
28,59,0,381,mild
38,77,0,373,critical
34,67,0,489,severe
36,68,0,231,critical
37,57,0,598,critical
39,59,0,268,critical
27,75,0,557,no
35,50,0,357,severe
29,52,0,311,mild
25,57,0,569,no
34,55,0,530,severe
27,74,0,431,no
29,54,0,372,mild
35,57,0,480,severe
32,75,0,347,severe
27,61,0,474,no
29,69,0,600,mild
30,53,0,597,no
25,56,0,396,no
36,66,0,396,critical
34,57,0,599,severe
33,78,0,572,severe
40,61,0,548,critical
38,50,0,240,critical
38,53,0,253,critical
33,63,0,431,severe
33,61,0,351,severe
37,53,0,526,critical
33,69,0,372,severe
35,66,0,292,severe
32,70,0,205,severe
31,78,0,574,severe
32,57,0,328,severe
32,76,0,348,severe
40,55,0,417,critical
29,71,0,219,mild
38,64,0,381,critical
35,64,0,430,severe
28,71,0,412,mild
30,73,0,417,no
36,64,0,569,critical
25,77,0,423,no
26,65,0,301,no
31,74,0,421,severe
39,60,0,302,critical
35,54,0,496,severe
38,54,0,362,critical
33,69,0,243,severe
26,67,0,478,no
40,64,0,547,critical
38,61,0,419,critical
31,56,0,551,severe
30,72,0,417,no
26,65,0,242,no
38,75,0,476,critical
37,69,0,524,critical
28,75,0,232,mild
40,57,0,592,critical
39,70,0,434,critical
40,69,0,501,critical
37,76,0,396,critical
35,66,0,332,severe
25,70,0,299,no
26,58,0,250,no
31,64,0,519,severe
40,67,0,216,critical
29,56,0,408,mild
39,64,0,544,critical
40,63,0,374,critical
25,64,0,372,no
33,59,0,341,severe
33,74,0,403,severe
29,71,0,469,mild
27,67,0,286,no
34,65,0,582,severe
26,63,0,329,no
25,57,0,512,no
34,62,0,579,severe
35,58,0,269,severe
36,57,0,586,critical
39,74,0,471,critical
25,70,0,595,no
40,53,0,575,critical
40,76,0,576,critical
28,51,0,530,mild
29,63,0,302,mild
27,53,0,583,no
33,57,0,264,severe
34,63,0,346,severe
26,54,0,318,no
27,51,0,432,no
38,70,0,576,critical
34,74,0,442,severe
27,63,0,434,no
25,58,0,345,no
28,75,0,417,mild
40,73,0,241,critical
40,50,0,458,critical
30,78,0,247,no
38,61,0,481,critical
